FIELDNAME,YEAR,OIL,GAS,NGL,COND,OE,WATER,NPDID
24/9-12 S (Frosk),2019,0.228,0.012,0,0,0.241,0.001,31140456
24/9-12 S (Frosk),2020,0.426,0.025,0,0,0.451,0.083,31140456
33/9-6 DELTA,2009,0.01,0,0,0,0.01,0.011,44576
33/9-6 DELTA,2010,0.021,0,0,0,0.021,0.038,44576
33/9-6 DELTA,2011,0.019,0,0,0,0.019,0.007,44576
33/9-6 DELTA,2012,0.013,0,0,0,0.013,0.004,44576
33/9-6 DELTA,2013,0.004,0,0,0,0.004,0.001,44576
33/9-6 DELTA,2014,0.001,0,0,0,0.001,0,44576
7220/11-1 (Alta),2018,0.106,0,0,0,0.106,0.003,25288497
ALBUSKJELL,1979,0.531,0.652,0.06,0,1.243,0,43437
ALBUSKJELL,1980,1.442,1.779,0.208,0,3.428,0,43437
ALBUSKJELL,1981,1.426,2.249,0.268,0,3.943,0,43437
ALBUSKJELL,1982,0.953,1.998,0.251,0,3.202,0,43437
ALBUSKJELL,1983,0.697,1.655,0.253,0,2.605,0,43437
ALBUSKJELL,1984,0.462,1.183,0.169,0,1.814,0,43437
ALBUSKJELL,1985,0.357,1.026,0.157,0,1.54,0,43437
ALBUSKJELL,1986,0.285,0.946,0.129,0,1.36,0,43437
ALBUSKJELL,1987,0.216,0.778,0.106,0,1.1,0,43437
ALBUSKJELL,1988,0.176,0.613,0.096,0,0.884,0,43437
ALBUSKJELL,1989,0.142,0.456,0.067,0,0.665,0,43437
ALBUSKJELL,1990,0.109,0.339,0.046,0,0.493,0,43437
ALBUSKJELL,1991,0.091,0.271,0.031,0,0.393,0,43437
ALBUSKJELL,1992,0.087,0.266,0.027,0,0.38,0,43437
ALBUSKJELL,1993,0.096,0.309,0.033,0,0.437,0,43437
ALBUSKJELL,1994,0.081,0.264,0.028,0,0.373,0,43437
ALBUSKJELL,1995,0.074,0.236,0.024,0,0.335,0,43437
ALBUSKJELL,1996,0.054,0.218,0.021,0,0.293,0,43437
ALBUSKJELL,1997,0.046,0.192,0.02,0,0.258,0,43437
ALBUSKJELL,1998,0.03,0.106,0.012,0,0.147,0,43437
ALVE,2009,0.259,0.9,0.313,0,1.472,0.003,4444332
ALVE,2010,0.244,0.839,0.289,0,1.372,0,4444332
ALVE,2011,0.318,0.747,0.27,0,1.335,0.002,4444332
ALVE,2012,0.243,0.505,0.187,0,0.935,0,4444332
ALVE,2013,0.136,0.318,0.115,0,0.569,0.002,4444332
ALVE,2014,0.185,0.539,0.184,0,0.908,0.005,4444332
ALVE,2015,0.152,0.459,0.159,0,0.77,0.001,4444332
ALVE,2016,0.146,0.446,0.155,0,0.747,0.001,4444332
ALVE,2017,0.176,0.756,0.247,0,1.179,0.013,4444332
ALVE,2018,0.137,0.63,0.222,0,0.988,0.024,4444332
ALVE,2019,0.117,0.573,0.197,0,0.887,0.013,4444332
ALVE,2020,0.051,0.331,0.112,0,0.495,0.006,4444332
ALVHEIM,2008,2.269,0.126,0,0,2.394,0.001,2845712
ALVHEIM,2009,4.986,0.436,0,0,5.422,0.377,2845712
ALVHEIM,2010,4.599,0.442,0,0,5.041,0.34,2845712
ALVHEIM,2011,3.863,0.461,0,0,4.323,0.935,2845712
ALVHEIM,2012,4.024,0.626,0,0,4.65,2.111,2845712
ALVHEIM,2013,3.492,0.605,0,0,4.096,2.772,2845712
ALVHEIM,2014,3.16,0.573,0,0,3.733,3.86,2845712
ALVHEIM,2015,2.57,0.393,0,0,2.963,4.66,2845712
ALVHEIM,2016,3.321,0.5,0,0,3.821,4.44,2845712
ALVHEIM,2017,4.198,0.571,0,0,4.77,5.507,2845712
ALVHEIM,2018,3.131,0.509,0,0,3.64,5.58,2845712
ALVHEIM,2019,2.868,0.617,0,0,3.485,5.713,2845712
ALVHEIM,2020,1.936,0.498,0,0,2.434,5.174,2845712
ATLA,2012,0.038,0.046,0,0,0.085,0,21106284
ATLA,2013,0.072,0.075,0,0,0.147,0,21106284
ATLA,2014,0.034,0.234,0,0,0.267,0,21106284
ATLA,2015,0.027,0.315,0,0,0.342,0,21106284
ATLA,2016,0.022,0.465,0,0,0.488,0.004,21106284
ATLA,2017,0.035,0.069,0,0,0.104,0,21106284
ATLA,2018,0.023,0.029,0,0,0.052,0.001,21106284
ATLA,2019,0.012,0.077,0,0,0.089,0.001,21106284
ATLA,2020,0,0.069,0,0,0.069,0,21106284
BALDER,1991,0.129,0,0,0,0.129,0,43562
BALDER,1999,0.881,0,0,0,0.881,0.006,43562
BALDER,2000,4.018,0,0,0,4.018,1.212,43562
BALDER,2001,3.888,0,0,0,3.888,1.579,43562
BALDER,2002,3.436,0,0,0,3.436,2.371,43562
BALDER,2003,3.949,0.032,0,0,3.981,2.163,43562
BALDER,2004,6.046,0.194,0,0,6.24,2.627,43562
BALDER,2005,6.984,0.254,0,0,7.239,2.792,43562
BALDER,2006,6.352,0.215,0,0,6.567,3.113,43562
BALDER,2007,5.624,0.189,0,0,5.813,3.437,43562
BALDER,2008,4.409,0.14,0,0,4.549,3.967,43562
BALDER,2009,3.313,0.108,0,0,3.421,4.617,43562
BALDER,2010,2.726,0.091,0,0,2.818,5.213,43562
BALDER,2011,2.27,0.061,0,0,2.332,5.261,43562
BALDER,2012,1.857,0.046,0,0,1.903,4.738,43562
BALDER,2013,1.925,0.062,0,0,1.987,4.686,43562
BALDER,2014,2.488,0.07,0,0,2.557,4.331,43562
BALDER,2015,2.556,0.091,0,0,2.647,4.437,43562
BALDER,2016,2.671,0.093,0,0,2.764,5.034,43562
BALDER,2017,2.119,0.061,0,0,2.18,5.84,43562
BALDER,2018,1.619,0.045,0,0,1.663,5.059,43562
BALDER,2019,1.383,0.032,0,0,1.415,5.227,43562
BALDER,2020,0.856,0.004,0,0,0.86,3.363,43562
BLANE,2007,0.049,0,0.002,0,0.051,0,3437650
BLANE,2008,0.139,0,0.006,0,0.145,0,3437650
BLANE,2009,0.116,0,0.005,0,0.12,0,3437650
BLANE,2010,0.094,0,0.003,0,0.097,0,3437650
BLANE,2011,0.101,0,0.004,0,0.104,0.003,3437650
BLANE,2012,0.054,0,0.002,0,0.056,0.008,3437650
BLANE,2013,0.045,0,0.002,0,0.047,0.023,3437650
BLANE,2014,0.041,0,0.002,0,0.043,0.023,3437650
BLANE,2015,0.028,0,0.001,0,0.029,0.022,3437650
BLANE,2016,0.029,0,0.001,0,0.03,0.027,3437650
BLANE,2017,0.02,0,0.001,0,0.021,0.022,3437650
BLANE,2018,0.019,0,0.001,0,0.019,0.024,3437650
BLANE,2019,0.014,0,0.001,0,0.015,0.021,3437650
BLANE,2020,0.012,0,0.001,0,0.013,0.02,3437650
BRAGE,1993,1.044,0.025,0.031,0,1.1,0,43651
BRAGE,1994,5.352,0.192,0.174,0,5.718,0,43651
BRAGE,1995,6.252,0.223,0.152,0,6.627,0,43651
BRAGE,1996,6.398,0.341,0.209,0,6.947,0,43651
BRAGE,1997,5.869,0.23,0.146,0,6.245,0,43651
BRAGE,1998,5.541,0.281,0.195,0,6.017,0,43651
BRAGE,1999,3.798,0.158,0.111,0,4.067,0,43651
BRAGE,2000,2.633,0.149,0.115,0,2.897,5.023,43651
BRAGE,2001,2.229,0.167,0.158,0,2.554,6.186,43651
BRAGE,2002,2.143,0.115,0.109,0,2.366,5.733,43651
BRAGE,2003,1.878,0.098,0.081,0,2.058,6.974,43651
BRAGE,2004,1.581,0.089,0.068,0,1.738,8.402,43651
BRAGE,2005,1.481,0.124,0.086,0,1.691,8.796,43651
BRAGE,2006,1.113,0.133,0.084,0,1.33,8.941,43651
BRAGE,2007,1.195,0.174,0.107,0,1.476,8.835,43651
BRAGE,2008,1.597,0.259,0.17,0,2.026,8.158,43651
BRAGE,2009,1.676,0.13,0.096,0,1.902,7.401,43651
BRAGE,2010,1.546,0.126,0.087,0,1.759,7.951,43651
BRAGE,2011,1.133,0.13,0.088,0,1.35,8.295,43651
BRAGE,2012,0.788,0.111,0.073,0,0.972,8.466,43651
BRAGE,2013,0.594,0.069,0.043,0,0.706,9.174,43651
BRAGE,2014,0.52,0.114,0.069,0,0.703,11.797,43651
BRAGE,2015,0.659,0.161,0.092,0,0.912,13.33,43651
BRAGE,2016,0.717,0.14,0.081,0,0.937,11.478,43651
BRAGE,2017,0.51,0,0,0,0.51,10.964,43651
BRAGE,2018,0.475,0.047,0.026,0,0.548,13.604,43651
BRAGE,2019,0.518,0.068,0.039,0,0.625,16.56,43651
BRAGE,2020,0.377,0.111,0.057,0,0.545,9.729,43651
BRYNHILD,2014,0.008,0,0,0,0.008,0,21123063
BRYNHILD,2015,0.255,0,0,0,0.255,0.062,21123063
BRYNHILD,2016,0.16,0,0,0,0.16,0.055,21123063
BRYNHILD,2017,0.069,0,0,0,0.069,0.04,21123063
BRYNHILD,2018,-0.001,0,0,0,-0.001,0.001,21123063
BYRDING,2017,0.131,0,0,0,0.131,0.002,28975067
BYRDING,2018,0.209,0,0,0,0.209,0.063,28975067
BYRDING,2019,0.181,0,0,0,0.181,0.17,28975067
BYRDING,2020,0.11,0,0,0,0.11,0.148,28975067
BØYLA,2015,0.761,0.071,0,0,0.833,0.031,22492497
BØYLA,2016,0.625,0.058,0,0,0.682,0.147,22492497
BØYLA,2017,0.366,0.039,0,0,0.405,0.248,22492497
BØYLA,2018,0.235,0.029,0,0,0.265,0.345,22492497
BØYLA,2019,0.105,0.014,0,0,0.119,0.212,22492497
BØYLA,2020,0.002,0,0,0,0.002,0.007,22492497
COD,1977,0.002,0.004,0,0,0.006,0,43785
COD,1978,0.068,0.138,0,0,0.205,0,43785
COD,1979,0.285,0.482,0.035,0,0.802,0,43785
COD,1980,0.465,0.843,0.107,0,1.415,0,43785
COD,1981,0.342,0.691,0.089,0,1.122,0,43785
COD,1982,0.322,0.758,0.105,0,1.185,0,43785
COD,1983,0.283,0.73,0.125,0,1.139,0,43785
COD,1984,0.191,0.529,0.087,0,0.807,0,43785
COD,1985,0.153,0.455,0.083,0,0.691,0,43785
COD,1986,0.126,0.405,0.068,0,0.599,0,43785
COD,1987,0.081,0.281,0.049,0,0.411,0,43785
COD,1988,0.1,0.354,0.068,0,0.521,0,43785
COD,1989,0.071,0.255,0.046,0,0.372,0,43785
COD,1990,0.057,0.194,0.035,0,0.287,0,43785
COD,1991,0.051,0.173,0.025,0,0.25,0,43785
COD,1992,0.049,0.171,0.023,0,0.243,0,43785
COD,1993,0.046,0.157,0.021,0,0.224,0,43785
COD,1994,0.046,0.155,0.021,0,0.223,0,43785
COD,1995,0.047,0.164,0.022,0,0.233,0,43785
COD,1996,0.042,0.148,0.019,0,0.209,0,43785
COD,1997,0.033,0.117,0.017,0,0.167,0,43785
COD,1998,0.018,0.075,0.011,0,0.104,0,43785
DRAUGEN,1993,0.123,0,0,0,0.123,0,43758
DRAUGEN,1994,3.887,0,0,0,3.887,0.065,43758
DRAUGEN,1995,6.971,0,0,0,6.971,0,43758
DRAUGEN,1996,8.444,0,0,0,8.444,0,43758
DRAUGEN,1997,10.452,0,0,0,10.452,0.001,43758
DRAUGEN,1998,11.194,0,0,0,11.194,0.183,43758
DRAUGEN,1999,12.139,0,0,0,12.139,0.196,43758
DRAUGEN,2000,11.744,0.02,0.034,0,11.799,0.238,43758
DRAUGEN,2001,11.859,0.274,0.734,0,12.866,0.249,43758
DRAUGEN,2002,11.067,0.239,0.642,0,11.948,0.828,43758
DRAUGEN,2003,7.434,0.166,0.495,0,8.095,2.151,43758
DRAUGEN,2004,7.807,0.197,0.556,0,8.561,4.758,43758
DRAUGEN,2005,6.018,0.162,0.448,0,6.629,5.967,43758
DRAUGEN,2006,4.549,0.119,0.333,0,5.002,5.461,43758
DRAUGEN,2007,4.124,0.099,0.282,0,4.504,6.476,43758
DRAUGEN,2008,4.04,0.092,0.273,0,4.405,6.897,43758
DRAUGEN,2009,3.398,0.075,0.237,0,3.711,8.018,43758
DRAUGEN,2010,2.409,0.046,0.15,0,2.605,7.527,43758
DRAUGEN,2011,2.173,0.042,0.142,0,2.357,8.311,43758
DRAUGEN,2012,2.024,0.038,0.132,0,2.194,9.564,43758
DRAUGEN,2013,1.469,0.026,0.09,0,1.585,8.15,43758
DRAUGEN,2014,1.805,0.03,0.111,0,1.946,9.272,43758
DRAUGEN,2015,1.721,0.023,0.099,0,1.843,10.769,43758
DRAUGEN,2016,1.277,0.014,0.065,0,1.356,9.303,43758
DRAUGEN,2017,1.339,0.012,0.066,0,1.416,10.794,43758
DRAUGEN,2018,1.16,0.008,0.05,0,1.218,9.859,43758
DRAUGEN,2019,1.13,0.005,0.047,0,1.182,11.521,43758
DRAUGEN,2020,0.822,0.004,0.025,0,0.85,9.43,43758
EDDA,1979,0.049,0.01,0.002,0,0.061,0,43541
EDDA,1980,1.26,0.42,0.085,0,1.765,0,43541
EDDA,1981,0.718,0.409,0.071,0,1.198,0,43541
EDDA,1982,0.424,0.297,0.055,0,0.775,0,43541
EDDA,1983,0.291,0.201,0.045,0,0.536,0,43541
EDDA,1984,0.232,0.133,0.029,0,0.394,0,43541
EDDA,1985,0.192,0.09,0.023,0,0.305,0,43541
EDDA,1986,0.139,0.052,0.013,0,0.204,0,43541
EDDA,1987,0.05,0.015,0.004,0,0.069,0,43541
EDDA,1988,0.079,0.018,0.006,0,0.104,0,43541
EDDA,1989,0.171,0.044,0.014,0,0.23,0,43541
EDDA,1990,0.179,0.049,0.015,0,0.243,0,43541
EDDA,1991,0.144,0.037,0.01,0,0.191,0,43541
EDDA,1992,0.169,0.042,0.01,0,0.221,0,43541
EDDA,1993,0.136,0.033,0.008,0,0.177,0,43541
EDDA,1994,0.137,0.031,0.007,0,0.176,0,43541
EDDA,1995,0.146,0.031,0.007,0,0.184,0,43541
EDDA,1996,0.138,0.031,0.006,0,0.176,0,43541
EDDA,1997,0.104,0.02,0.005,0,0.129,0,43541
EDDA,1998,0.06,0.013,0.003,0,0.075,0,43541
EDVARD GRIEG,2015,0.151,0.008,0.001,0,0.161,0,21675433
EDVARD GRIEG,2016,3.902,0.324,0.133,0,4.36,0.024,21675433
EDVARD GRIEG,2017,5.413,0.495,0.276,0,6.185,0.07,21675433
EDVARD GRIEG,2018,5.103,0.461,0.277,0,5.84,0.102,21675433
EDVARD GRIEG,2019,4.998,0.499,0.249,0,5.746,0.151,21675433
EDVARD GRIEG,2020,4.085,0.36,0.203,0,4.648,0.218,21675433
EKOFISK,1971,0.357,0,0,0,0.357,0,43506
EKOFISK,1972,1.927,0,0,0,1.927,0,43506
EKOFISK,1973,1.87,0,0,0,1.87,0,43506
EKOFISK,1974,2.014,0,0,0,2.014,0,43506
EKOFISK,1975,10.995,0,0,0,10.995,0,43506
EKOFISK,1976,16.227,0,0,0,16.227,0,43506
EKOFISK,1977,15.888,1.441,0,0,17.33,0,43506
EKOFISK,1978,15.522,4.931,0,0,20.453,0,43506
EKOFISK,1979,12.978,5.759,0.577,0,19.314,0,43506
EKOFISK,1980,10.999,6.455,1.118,0,18.572,0,43506
EKOFISK,1981,8.986,6.497,1.042,0,16.525,0,43506
EKOFISK,1982,8.127,6.343,1.093,0,15.564,0,43506
EKOFISK,1983,8.109,5.923,1.277,0,15.309,0,43506
EKOFISK,1984,7.419,6.595,1.2,0,15.214,0,43506
EKOFISK,1985,6.234,5.811,1.193,0,13.238,0,43506
EKOFISK,1986,4.697,2.653,0.917,0,8.267,0,43506
EKOFISK,1987,3.997,3.879,0.738,0,8.613,0,43506
EKOFISK,1988,5.363,3.776,1.093,0,10.231,0,43506
EKOFISK,1989,6.638,5.042,1.146,0,12.827,0,43506
EKOFISK,1990,7.495,5.218,1.082,0,13.796,0,43506
EKOFISK,1991,8.601,4.839,1.058,0,14.498,0,43506
EKOFISK,1992,8.996,5.864,0.965,0,15.825,0,43506
EKOFISK,1993,8.767,4.669,0.857,0,14.293,0,43506
EKOFISK,1994,10.101,4.748,0.845,0,15.694,0,43506
EKOFISK,1995,12.827,5.176,0.919,0,18.923,0,43506
EKOFISK,1996,13.446,5.243,0.895,0,19.584,0,43506
EKOFISK,1997,14.272,4.993,0.819,0,20.084,0,43506
EKOFISK,1998,14.534,3.624,0.626,0,18.784,0,43506
EKOFISK,1999,14.274,2.785,0.484,0,17.543,0,43506
EKOFISK,2000,16.669,3.015,0.549,0,20.232,3.823,43506
EKOFISK,2001,16.565,2.878,0.523,0,19.965,4.549,43506
EKOFISK,2002,17.233,2.743,0.605,0,20.581,5.545,43506
EKOFISK,2003,17.173,2.689,0.623,0,20.484,6.204,43506
EKOFISK,2004,16.521,2.579,0.622,0,19.722,6.802,43506
EKOFISK,2005,15.818,2.531,0.613,0,18.962,7.559,43506
EKOFISK,2006,15.79,2.638,0.635,0,19.063,8.163,43506
EKOFISK,2007,13.183,2.286,0.524,0,15.992,8.227,43506
EKOFISK,2008,12.189,2.156,0.528,0,14.873,8.997,43506
EKOFISK,2009,11.247,1.903,0.456,0,13.606,10.627,43506
EKOFISK,2010,9.388,1.589,0.371,0,11.348,11.421,43506
EKOFISK,2011,8.411,1.297,0.293,0,10.002,12.962,43506
EKOFISK,2012,7.575,1.103,0.271,0,8.948,13.568,43506
EKOFISK,2013,6.392,0.829,0.198,0,7.419,11.225,43506
EKOFISK,2014,6.786,0.965,0.218,0,7.969,12.29,43506
EKOFISK,2015,6.479,0.979,0.199,0,7.657,12.442,43506
EKOFISK,2016,6.125,0.886,0.176,0,7.187,12.358,43506
EKOFISK,2017,6.298,0.934,0.19,0,7.422,13.979,43506
EKOFISK,2018,5.82,0.865,0.19,0,6.875,13.786,43506
EKOFISK,2019,5.598,0.859,0.189,0,6.647,12.738,43506
EKOFISK,2020,4.258,0.628,0.142,0,5.028,11.674,43506
ELDFISK,1979,1.712,0.413,0.073,0,2.197,0,43527
ELDFISK,1980,5.875,1.496,0.295,0,7.666,0,43527
ELDFISK,1981,4.933,1.511,0.281,0,6.725,0,43527
ELDFISK,1982,4.115,1.385,0.279,0,5.778,0,43527
ELDFISK,1983,3.715,1.44,0.329,0,5.483,0,43527
ELDFISK,1984,3.38,1.389,0.296,0,5.065,0,43527
ELDFISK,1985,3.378,1.394,0.33,0,5.102,0,43527
ELDFISK,1986,3.358,1.443,0.306,0,5.107,0,43527
ELDFISK,1987,3.145,1.359,0.294,0,4.798,0,43527
ELDFISK,1988,3.822,2.247,0.511,0,6.579,0,43527
ELDFISK,1989,4.205,1.567,0.559,0,6.331,0,43527
ELDFISK,1990,3.681,1.31,0.481,0,5.472,0,43527
ELDFISK,1991,2.98,1.982,0.329,0,5.291,0,43527
ELDFISK,1992,2.785,1.842,0.271,0,4.897,0,43527
ELDFISK,1993,2.451,1.712,0.251,0,4.413,0,43527
ELDFISK,1994,2.23,1.549,0.229,0,4.008,0,43527
ELDFISK,1995,2.692,1.995,0.292,0,4.979,0,43527
ELDFISK,1996,2.334,1.67,0.243,0,4.247,0,43527
ELDFISK,1997,2.353,1.703,0.26,0,4.316,0,43527
ELDFISK,1998,1.517,1.068,0.169,0,2.754,0,43527
ELDFISK,1999,1.164,0.557,0.101,0,1.822,0,43527
ELDFISK,2000,1.273,0.664,0.117,0,2.054,0.148,43527
ELDFISK,2001,1.996,0.749,0.145,0,2.891,0.221,43527
ELDFISK,2002,2.392,0.926,0.163,0,3.482,0.504,43527
ELDFISK,2003,2.419,0.742,0.142,0,3.302,0.744,43527
ELDFISK,2004,3.163,0.885,0.185,0,4.233,0.884,43527
ELDFISK,2005,3.511,0.86,0.178,0,4.549,1.046,43527
ELDFISK,2006,3.012,0.694,0.152,0,3.858,0.986,43527
ELDFISK,2007,2.644,0.534,0.121,0,3.299,0.93,43527
ELDFISK,2008,3.022,0.562,0.136,0,3.721,1.096,43527
ELDFISK,2009,2.858,0.485,0.117,0,3.46,0.95,43527
ELDFISK,2010,2.874,0.505,0.115,0,3.494,1.026,43527
ELDFISK,2011,2.894,0.476,0.108,0,3.478,1.157,43527
ELDFISK,2012,2.645,0.284,0.089,0,3.018,1.346,43527
ELDFISK,2013,1.93,0.257,0.069,0,2.256,1.186,43527
ELDFISK,2014,1.955,0.275,0.069,0,2.3,1.426,43527
ELDFISK,2015,2.381,0.341,0.086,0,2.807,1.513,43527
ELDFISK,2016,2.458,0.325,0.083,0,2.866,1.629,43527
ELDFISK,2017,2.533,0.341,0.084,0,2.958,2.075,43527
ELDFISK,2018,2.429,0.277,0.077,0,2.783,2.358,43527
ELDFISK,2019,2.325,0.245,0.075,0,2.645,2.389,43527
ELDFISK,2020,2.082,0.209,0.065,0,2.356,2.271,43527
EMBLA,1993,0.688,0.21,0.046,0,0.944,0,43534
EMBLA,1994,1.416,0.428,0.096,0,1.94,0,43534
EMBLA,1995,1.273,0.389,0.086,0,1.748,0,43534
EMBLA,1996,0.999,0.355,0.072,0,1.426,0,43534
EMBLA,1997,0.736,0.296,0.062,0,1.094,0,43534
EMBLA,1998,0.485,0.186,0.039,0,0.71,0,43534
EMBLA,1999,0.701,0.251,0.062,0,1.014,0,43534
EMBLA,2000,0.637,0.225,0.061,0,0.923,0.005,43534
EMBLA,2001,0.495,0.082,0.043,0,0.62,0.008,43534
EMBLA,2002,0.387,0.079,0.036,0,0.502,0.009,43534
EMBLA,2003,0.403,0.109,0.034,0,0.546,0.009,43534
EMBLA,2004,0.4,0.159,0.04,0,0.599,0.007,43534
EMBLA,2005,0.282,0.135,0.03,0,0.447,0.003,43534
EMBLA,2006,0.33,0.159,0.039,0,0.527,0.008,43534
EMBLA,2007,0.197,0.11,0.025,0,0.333,0.009,43534
EMBLA,2008,0.219,0.144,0.031,0,0.395,0.011,43534
EMBLA,2009,0.224,0.145,0.032,0,0.401,0.006,43534
EMBLA,2010,0.172,0.155,0.032,0,0.359,0.011,43534
EMBLA,2011,0.148,0.117,0.023,0,0.288,0.016,43534
EMBLA,2012,0.12,0.092,0.018,0,0.231,0.012,43534
EMBLA,2013,0.125,0.069,0.014,0,0.208,0.01,43534
EMBLA,2014,0.192,0.076,0.018,0,0.285,0.005,43534
EMBLA,2015,0.129,0.084,0.017,0,0.23,0.001,43534
EMBLA,2016,0.154,0.102,0.02,0,0.276,0,43534
EMBLA,2017,0.185,0.109,0.022,0,0.316,0,43534
EMBLA,2018,0.147,0.106,0.022,0,0.275,0.007,43534
EMBLA,2019,0.087,0.103,0.021,0,0.211,0.01,43534
EMBLA,2020,0.062,0.077,0.016,0,0.155,0.009,43534
ENOCH,2007,0.056,0,0,0,0.056,0.001,3437659
ENOCH,2008,0.068,0,0,0,0.068,0.002,3437659
ENOCH,2009,0.072,0,0,0,0.072,0.001,3437659
ENOCH,2010,0.047,0,0,0,0.047,0.001,3437659
ENOCH,2011,0.029,0,0,0,0.029,0,3437659
ENOCH,2012,0.002,0,0,0,0.002,0,3437659
ENOCH,2015,0,0,0,0,0,0,3437659
ENOCH,2016,0.01,0,0,0,0.01,0.017,3437659
ENOCH,2017,0.008,0,0,0,0.008,0.019,3437659
ENOCH,2018,0.018,0,0,0,0.018,0.046,3437659
ENOCH,2019,0.013,0,0,0,0.013,0.044,3437659
ENOCH,2020,0.007,0,0,0,0.007,0.028,3437659
FLYNDRE,2017,0.018,0,0,0,0.018,0,24635035
FLYNDRE,2018,0.023,0,0,0,0.024,0,24635035
FLYNDRE,2019,0.016,0,0,0,0.016,0.001,24635035
FLYNDRE,2020,0.011,0,0,0,0.012,0.002,24635035
FRAM,2003,0.694,0,0,0,0.694,0.003,1578840
FRAM,2004,2.938,0,0,0,2.938,0.059,1578840
FRAM,2005,1.861,0,0,0,1.861,0.078,1578840
FRAM,2006,1.663,0,0,0,1.663,0.066,1578840
FRAM,2007,2.641,0.068,0.004,0,2.712,0.196,1578840
FRAM,2008,3.278,0.288,0.027,0,3.593,0.119,1578840
FRAM,2009,3.381,0.423,0.068,0,3.872,0.295,1578840
FRAM,2010,3.091,0.569,0.076,0,3.737,0.403,1578840
FRAM,2011,2.802,0.576,0.077,0,3.454,0.597,1578840
FRAM,2012,2.442,0.535,0.084,0,3.061,0.816,1578840
FRAM,2013,2.428,0.606,0.094,0,3.128,1.14,1578840
FRAM,2014,2.006,0.625,0.105,0,2.736,1.302,1578840
FRAM,2015,1.473,0.632,0.081,0,2.185,1.116,1578840
FRAM,2016,1.446,0.623,0.09,0,2.159,0.728,1578840
FRAM,2017,1.71,0.728,0.132,0,2.57,0.664,1578840
FRAM,2018,1.531,0.711,0.106,0,2.348,0.833,1578840
FRAM,2019,1.716,0.728,0.118,0,2.562,0.806,1578840
FRAM,2020,1.292,0.939,0.164,0,2.395,0.409,1578840
FRAM H-NORD,2014,0.126,0,0,0,0.126,0.019,23410947
FRAM H-NORD,2015,0.269,0,0,0,0.269,0.361,23410947
FRAM H-NORD,2016,0.161,0,0,0,0.161,0.267,23410947
FRAM H-NORD,2017,0.029,0,0,0,0.029,0.06,23410947
FRAM H-NORD,2018,0,0,0,0,0,0.002,23410947
