FIELDNAME,YEAR,OIL,GAS,NGL,COND,OE,WATER,NPDID
TUNE,2003,1.139,3.332,0.042,0,4.513,0.048,853376
TUNE,2004,0.958,3.972,0.046,0,4.976,0.041,853376
TUNE,2005,0.506,3.118,0.034,0,3.658,0.032,853376
TUNE,2006,0.287,2.557,0.027,0,2.871,0.015,853376
TUNE,2007,0.165,1.801,0.02,0,1.985,0.027,853376
TUNE,2008,0.099,1.273,0.021,0,1.392,0.098,853376
TUNE,2009,0.112,1.056,0.018,0,1.187,0.024,853376
TUNE,2010,0.071,0.594,0.012,0,0.676,0.006,853376
TUNE,2011,0.046,0.435,0.009,0,0.49,0.007,853376
TUNE,2012,0.042,0.343,0.006,0,0.391,0.013,853376
TUNE,2013,0.043,0.398,0.006,0,0.447,0.009,853376
TUNE,2014,0.032,0.319,0.005,0,0.356,0.035,853376
TUNE,2015,0.022,0.195,0.003,0,0.219,0.027,853376
TUNE,2016,0.013,0.129,0.002,0,0.144,0.007,853376
TUNE,2017,-0.001,0,0.002,0,0.001,0,853376
TUNE,2018,0.01,0.108,0.002,0,0.12,0.007,853376
TUNE,2019,0.005,0.052,0.001,0,0.057,0.002,853376
TUNE,2020,0,0,0,0,0,0,853376
TYRIHANS,2009,1.596,0.348,0.162,0,2.106,0.001,3960848
TYRIHANS,2010,4.056,0.05,0.022,0,4.128,0,3960848
TYRIHANS,2011,5.121,0.27,0.125,0,5.516,0,3960848
TYRIHANS,2012,5.148,0.024,0.012,0,5.184,0.222,3960848
TYRIHANS,2013,3.465,0.352,0.16,0,3.977,0.287,3960848
TYRIHANS,2014,3.517,1.174,0.48,0,5.17,0.806,3960848
TYRIHANS,2015,2.553,1.798,0.662,0,5.013,1.021,3960848
TYRIHANS,2016,1.642,2.141,0.72,0,4.503,1.017,3960848
TYRIHANS,2017,1.567,3.167,0.951,0,5.685,1.151,3960848
TYRIHANS,2018,1.145,2.926,0.913,0,4.984,0.973,3960848
TYRIHANS,2019,0.955,3.244,0.97,0,5.169,1.227,3960848
TYRIHANS,2020,0.727,2.454,0.693,0,3.875,0.992,3960848
ULA,1986,0.847,0.038,0.066,0,0.951,0,43800
ULA,1987,4.581,0.32,0.397,0,5.298,0,43800
ULA,1988,5.062,0.361,0.502,0,5.926,0,43800
ULA,1989,5.056,0.348,0.493,0,5.897,0,43800
ULA,1990,5.505,0.376,0.515,0,6.395,0,43800
ULA,1991,6.783,0.424,0.53,0,7.737,0,43800
ULA,1992,7.317,0.457,0.531,0,8.305,0,43800
ULA,1993,7.346,0.472,0.517,0,8.335,0,43800
ULA,1994,5.458,0.349,0.373,0,6.179,0,43800
ULA,1995,3.799,0.235,0.254,0,4.287,0,43800
ULA,1996,2.715,0.165,0.162,0,3.042,0,43800
ULA,1997,2.222,0.147,0.128,0,2.496,0,43800
ULA,1998,1.697,0.022,0.074,0,1.793,0,43800
ULA,1999,1.457,0,0.051,0,1.508,0,43800
ULA,2000,1.178,0,0.043,0,1.221,4.338,43800
ULA,2001,1.323,0.006,0.069,0,1.399,4.07,43800
ULA,2002,1.241,0.046,0.092,0,1.379,3.009,43800
ULA,2003,1.071,0.05,0.084,0,1.205,3.129,43800
ULA,2004,1.034,0.028,0.066,0,1.127,3.662,43800
ULA,2005,1.085,0,0.074,0,1.159,3.068,43800
ULA,2006,0.988,0,0.064,0,1.052,2.818,43800
ULA,2007,0.805,0.007,0.045,0,0.856,1.849,43800
ULA,2008,0.549,0.001,0.024,0,0.574,0.787,43800
ULA,2009,0.747,0.001,0.033,0,0.782,0.687,43800
ULA,2010,1.101,0,0.053,0,1.154,1.776,43800
ULA,2011,0.739,0,0.027,0,0.766,1.686,43800
ULA,2012,0.529,0,0.021,0,0.55,1.796,43800
ULA,2013,0.544,0,0.023,0,0.567,1.45,43800
ULA,2014,0.646,0,0.022,0,0.668,2.676,43800
ULA,2015,0.496,0,0.017,0,0.513,2.645,43800
ULA,2016,0.461,0,0.016,0,0.477,2.867,43800
ULA,2017,0.455,0,0.014,0,0.468,2.529,43800
ULA,2018,0.427,0,0.009,0,0.436,3.091,43800
ULA,2019,0.31,0,0.025,0,0.335,3.797,43800
ULA,2020,0.248,0,0.028,0,0.277,2.883,43800
URD,2005,0.191,0.011,0.003,0,0.205,0,2834734
URD,2006,2.045,0.069,0.018,0,2.132,0.351,2834734
URD,2007,0.846,0.032,0.008,0,0.886,0.527,2834734
URD,2008,0.51,0.021,0.006,0,0.537,0.494,2834734
URD,2009,0.363,0.007,0.002,0,0.372,0.401,2834734
URD,2010,0.414,0.003,0.001,0,0.418,0.736,2834734
URD,2011,0.314,0.002,0,0,0.316,0.581,2834734
URD,2012,0.325,0.002,0.001,0,0.328,0.694,2834734
URD,2013,0.273,0.032,0.007,0,0.312,0.572,2834734
URD,2014,0.388,0.065,0.015,0,0.467,0.596,2834734
URD,2015,0.257,0.017,0.003,0,0.277,0.878,2834734
URD,2016,0.26,0.02,0.003,0,0.283,0.591,2834734
URD,2017,0.518,0.008,0.001,0,0.526,0.645,2834734
URD,2018,0.275,0,0,0,0.275,0.685,2834734
URD,2019,0.182,0,0,0,0.182,0.623,2834734
URD,2020,0.108,0,0,0,0.108,0.373,2834734
UTGARD,2019,0.199,0.16,0.067,0,0.427,0.001,28975098
UTGARD,2020,0.296,0.312,0.114,0,0.722,0.098,28975098
VALE,2002,0.054,0,0,0,0.054,0,1578893
VALE,2003,0.153,0.119,0,0,0.272,0,1578893
VALE,2004,0.16,0.132,0,0,0.292,0,1578893
VALE,2005,0.077,0.062,0,0,0.139,0,1578893
VALE,2006,0.178,0.146,0,0,0.324,0,1578893
VALE,2007,0.173,0.136,0,0,0.31,0,1578893
VALE,2008,0.204,0.173,0,0,0.376,0,1578893
VALE,2009,0.183,0.156,0,0,0.339,0,1578893
VALE,2010,0.008,0.009,0,0,0.017,0,1578893
VALE,2011,0.016,0.015,0,0,0.031,0,1578893
VALE,2012,0.125,0.122,0,0,0.246,0,1578893
VALE,2013,0.178,0.181,0,0,0.359,0,1578893
VALE,2014,0.203,0.233,0,0,0.436,0,1578893
VALE,2015,0.267,0.292,0,0,0.56,0,1578893
VALE,2016,0.151,0.136,0,0,0.286,0,1578893
VALE,2017,0.077,0.07,0,0,0.147,0,1578893
VALE,2018,0.024,0.009,0,0,0.033,0,1578893
VALE,2019,0.036,0.001,0,0,0.037,0,1578893
VALE,2020,0.127,0.027,0,0,0.154,0.004,1578893
VALEMON,2015,0.266,1.516,0.028,0,1.811,0.032,20460969
VALEMON,2016,0.451,2.846,0.012,0,3.308,0.111,20460969
VALEMON,2017,0.319,2.599,0.011,0,2.929,0.08,20460969
VALEMON,2018,0.301,2.367,0.006,0,2.673,0.103,20460969
VALEMON,2019,0.185,1.546,0.003,0,1.734,0.107,20460969
VALEMON,2020,0.101,0.882,0.005,0,0.988,0.06,20460969
VALHALL,1982,0.085,0,0.002,0,0.087,0,43548
VALHALL,1983,0.967,0.101,0.067,0,1.135,0,43548
VALHALL,1984,2.843,0.513,0.242,0,3.598,0,43548
VALHALL,1985,2.781,0.468,0.313,0,3.562,0,43548
VALHALL,1986,2.538,0.43,0.277,0,3.245,0,43548
VALHALL,1987,3.478,0.622,0.336,0,4.436,0,43548
VALHALL,1988,3.699,0.709,0.334,0,4.743,0,43548
VALHALL,1989,4.239,0.842,0.376,0,5.457,0,43548
VALHALL,1990,4.156,0.919,0.375,0,5.45,0,43548
VALHALL,1991,3.744,0.818,0.249,0,4.811,0,43548
VALHALL,1992,4.046,0.928,0.228,0,5.202,0,43548
VALHALL,1993,3.537,0.8,0.191,0,4.527,0,43548
VALHALL,1994,3.155,0.667,0.165,0,3.988,0,43548
VALHALL,1995,3.49,0.788,0.191,0,4.468,0,43548
VALHALL,1996,4.035,0.88,0.227,0,5.141,0,43548
VALHALL,1997,4.527,0.94,0.251,0,5.718,0,43548
VALHALL,1998,5.168,0.965,0.241,0,6.375,0,43548
VALHALL,1999,5.31,1.036,0.258,0,6.605,0,43548
VALHALL,2000,4.578,0.889,0.222,0,5.689,0.203,43548
VALHALL,2001,4.363,0.882,0.213,0,5.458,0.267,43548
VALHALL,2002,4.181,0.875,0.2,0,5.255,0.334,43548
VALHALL,2003,4.155,0.632,0.197,0,4.984,0.344,43548
VALHALL,2004,4.773,0.968,0.234,0,5.974,0.517,43548
VALHALL,2005,4.83,0.956,0.232,0,6.018,0.577,43548
VALHALL,2006,4.041,0.772,0.21,0,5.024,0.844,43548
VALHALL,2007,3.411,0.608,0.166,0,4.185,0.693,43548
VALHALL,2008,2.811,0.486,0.144,0,3.441,0.709,43548
VALHALL,2009,2.266,0.349,0.112,0,2.727,0.406,43548
VALHALL,2010,2.09,0.338,0.104,0,2.532,0.397,43548
VALHALL,2011,1.642,0.25,0.074,0,1.966,0.351,43548
VALHALL,2012,0.964,0.134,0.043,0,1.142,0.296,43548
VALHALL,2013,1.768,0.237,0.076,0,2.081,0.341,43548
VALHALL,2014,2.225,0.381,0.115,0,2.721,0.488,43548
VALHALL,2015,2.403,0.436,0.123,0,2.962,0.596,43548
VALHALL,2016,1.997,0.37,0.1,0,2.467,0.68,43548
VALHALL,2017,1.769,0.305,0.085,0,2.16,0.791,43548
VALHALL,2018,1.863,0.308,0.088,0,2.259,0.848,43548
VALHALL,2019,2.046,0.315,0.099,0,2.459,0.842,43548
VALHALL,2020,2.189,0.342,0.099,0,2.63,0.772,43548
VARG,1998,0.01,0,0,0,0.01,0,43451
VARG,1999,1.743,0,0,0,1.743,0,43451
VARG,2000,1.738,0,0,0,1.738,0.296,43451
VARG,2001,1.185,0,0,0,1.185,1.067,43451
VARG,2002,0.784,0,0,0,0.784,1.392,43451
VARG,2003,0.921,0,0,0,0.921,0.769,43451
VARG,2004,1.207,0,0,0,1.207,0.366,43451
VARG,2005,1.281,0,0,0,1.281,0.327,43451
VARG,2006,0.854,0,0,0,0.854,0.874,43451
VARG,2007,0.797,0,0,0,0.797,1.681,43451
VARG,2008,0.703,0,0,0,0.703,1.656,43451
VARG,2009,0.789,0,0,0,0.789,1.034,43451
VARG,2010,1.42,0,0,0,1.42,0.694,43451
VARG,2011,0.972,0,0,0,0.972,0.499,43451
VARG,2012,0.647,0,0,0,0.647,0.997,43451
VARG,2013,0.46,0,0,0,0.46,0.942,43451
VARG,2014,0.399,0.127,0.016,0.014,0.556,1.361,43451
VARG,2015,0.32,0.079,0.01,0.004,0.413,1.179,43451
VARG,2016,0.101,0.091,0.012,0.004,0.209,0.397,43451
VEGA,2010,0.018,0,0.005,0.001,0.024,0.01,4467595
VEGA,2011,0.658,0.742,0.36,0.044,1.804,0.052,4467595
VEGA,2012,0.858,1.042,0.627,0.062,2.589,0.176,4467595
VEGA,2013,0.999,1.49,0.866,0.098,3.453,0.017,4467595
VEGA,2014,1.183,1.666,1.052,0.114,4.015,0.02,4467595
VEGA,2015,1.115,1.686,1.024,0.109,3.934,0.027,4467595
VEGA,2016,0.903,1.671,1.049,0,3.624,0.028,4467595
VEGA,2017,0.578,1.268,0.843,0,2.689,0.021,4467595
VEGA,2018,0.547,1.434,0.942,0,2.924,0.024,4467595
VEGA,2019,0.468,1.503,0.788,0,2.758,0.022,4467595
VEGA,2020,0.351,1.287,0.743,0,2.38,0.021,4467595
VESLEFRIKK,1990,2.873,0,0.158,0,3.031,0,43618
VESLEFRIKK,1991,3.489,0,0.22,0,3.709,0,43618
VESLEFRIKK,1992,3.953,0,0.247,0,4.2,0,43618
VESLEFRIKK,1993,3.932,0.117,0.232,0,4.281,0,43618
VESLEFRIKK,1994,4.443,0.253,0.26,0,4.956,0,43618
VESLEFRIKK,1995,4.458,0.408,0.257,0,5.122,0,43618
VESLEFRIKK,1996,4.069,0.432,0.252,0,4.753,0,43618
VESLEFRIKK,1997,3.475,0.139,0.086,0,3.7,0,43618
VESLEFRIKK,1998,3.268,0.277,0.164,0,3.709,0,43618
VESLEFRIKK,1999,1.899,0.112,0.069,0,2.08,0,43618
VESLEFRIKK,2000,2.405,0.199,0.143,0,2.747,3.112,43618
VESLEFRIKK,2001,1.977,0.065,0.064,0,2.105,3.854,43618
VESLEFRIKK,2002,1.645,0.029,0.026,0,1.7,4.551,43618
VESLEFRIKK,2003,1.686,0.031,0.023,0,1.739,4.191,43618
VESLEFRIKK,2004,1.589,0.022,0.022,0,1.632,5.073,43618
VESLEFRIKK,2005,1.527,0.044,0.035,0,1.606,4.46,43618
VESLEFRIKK,2006,1.113,0.033,0.019,0,1.166,5.006,43618
VESLEFRIKK,2007,0.909,0.003,0.002,0,0.914,5.491,43618
VESLEFRIKK,2008,0.702,0.003,0.002,0,0.706,4.762,43618
VESLEFRIKK,2009,0.678,0.002,0.001,0,0.682,5.233,43618
VESLEFRIKK,2010,0.766,0,0,0,0.766,6.364,43618
VESLEFRIKK,2011,0.707,0.019,0.012,0,0.738,5,43618
VESLEFRIKK,2012,0.746,0.127,0.091,0,0.965,5.036,43618
VESLEFRIKK,2013,0.536,0.165,0.101,0,0.802,3.553,43618
VESLEFRIKK,2014,0.477,0.26,0.161,0,0.898,3.63,43618
VESLEFRIKK,2015,0.44,0.343,0.197,0,0.981,4.341,43618
VESLEFRIKK,2016,0.388,0.317,0.177,0,0.882,4.722,43618
VESLEFRIKK,2017,0.315,0.213,0.114,0,0.642,3.857,43618
VESLEFRIKK,2018,0.276,0.208,0.115,0,0.6,3.143,43618
VESLEFRIKK,2019,0.24,0.143,0.079,0,0.462,2.61,43618
VESLEFRIKK,2020,0.2,0.1,0.055,0,0.355,2.37,43618
VEST EKOFISK,1977,0.753,0.257,0,0,1.009,0,43513
VEST EKOFISK,1978,3.847,4.346,0,0,8.193,0,43513
VEST EKOFISK,1979,2.136,3.914,0.241,0,6.291,0,43513
VEST EKOFISK,1980,1.162,2.88,0.35,0,4.391,0,43513
VEST EKOFISK,1981,0.546,1.49,0.188,0,2.224,0,43513
VEST EKOFISK,1982,0.522,1.672,0.229,0,2.423,0,43513
VEST EKOFISK,1983,0.517,1.68,0.28,0,2.478,0,43513
VEST EKOFISK,1984,0.399,1.282,0.207,0,1.888,0,43513
VEST EKOFISK,1985,0.381,1.292,0.226,0,1.899,0,43513
VEST EKOFISK,1986,0.332,1.341,0.218,0,1.891,0,43513
VEST EKOFISK,1987,0.283,1.246,0.202,0,1.731,0,43513
VEST EKOFISK,1988,0.284,1.068,0.205,0,1.557,0,43513
VEST EKOFISK,1989,0.213,0.748,0.138,0,1.099,0,43513
VEST EKOFISK,1990,0.157,0.524,0.095,0,0.777,0,43513
VEST EKOFISK,1991,0.119,0.415,0.064,0,0.597,0,43513
VEST EKOFISK,1992,0.099,0.357,0.049,0,0.504,0,43513
VEST EKOFISK,1993,0.108,0.409,0.058,0,0.575,0,43513
VEST EKOFISK,1994,0.097,0.347,0.051,0,0.495,0,43513
VEST EKOFISK,1995,0.071,0.252,0.039,0,0.362,0,43513
VEST EKOFISK,1996,0.055,0.195,0.029,0,0.279,0,43513
VEST EKOFISK,1997,0.046,0.166,0.026,0,0.238,0,43513
VEST EKOFISK,1998,0.026,0.094,0.016,0,0.135,0,43513
VIGDIS,1997,1.597,0,0,0,1.597,0,43732
VIGDIS,1998,4.724,0,0,0,4.724,0,43732
VIGDIS,1999,5.109,0,0,0,5.109,0,43732
VIGDIS,2000,4.198,0,0,0,4.198,1.126,43732
VIGDIS,2001,3.67,0,0,0,3.67,2.284,43732
VIGDIS,2002,3.053,0,0,0,3.053,1.628,43732
VIGDIS,2003,3.362,0.038,0.053,0,3.453,3.173,43732
VIGDIS,2004,3.587,0.19,0.258,0,4.035,2.334,43732
VIGDIS,2005,3.691,0.187,0.228,0,4.107,1.991,43732
VIGDIS,2006,3.758,0.217,0.328,0,4.304,1.873,43732
VIGDIS,2007,3.277,0.209,0.293,0,3.779,2.612,43732
VIGDIS,2008,3.069,0.215,0.18,0.006,3.469,2.414,43732
VIGDIS,2009,2.633,0.199,0.142,0.008,2.982,2.868,43732
VIGDIS,2010,1.971,0.12,0.081,0.005,2.177,2.549,43732
VIGDIS,2011,2.035,0.142,0.115,0.005,2.296,3.748,43732
VIGDIS,2012,1.862,0.175,0.146,0.01,2.193,4.286,43732
VIGDIS,2013,1.908,0.104,0.065,0.003,2.08,4.116,43732
VIGDIS,2014,2.209,0.025,0.078,0.009,2.321,4.113,43732
VIGDIS,2015,2.051,0,0,0,2.051,4.72,43732
VIGDIS,2016,1.735,0.023,0.168,0,1.926,5.175,43732
VIGDIS,2017,1.287,0.031,0.152,0,1.47,4.456,43732
VIGDIS,2018,1.384,0.034,0.157,0,1.575,4.846,43732
VIGDIS,2019,0.98,0.012,0.063,0,1.055,4.226,43732
VIGDIS,2020,0.661,0,0,0,0.661,2.63,43732
VILJE,2008,0.527,0.017,0,0,0.545,0,3392471
VILJE,2009,1.557,0.07,0,0,1.627,0.004,3392471
VILJE,2010,1.783,0.083,0,0,1.866,0.001,3392471
VILJE,2011,1.772,0.081,0,0,1.854,0.032,3392471
VILJE,2012,1.764,0.078,0,0,1.842,0.242,3392471
VILJE,2013,1.318,0.055,0,0,1.373,0.598,3392471
VILJE,2014,1.089,0.043,0,0,1.132,0.736,3392471
VILJE,2015,0.789,0.026,0,0,0.815,0.951,3392471
VILJE,2016,0.818,0.03,0,0,0.849,0.86,3392471
VILJE,2017,0.655,0.022,0,0,0.677,0.997,3392471
VILJE,2018,0.484,0.014,0,0,0.498,1.276,3392471
VILJE,2019,0.294,0.007,0,0,0.302,0.904,3392471
VILJE,2020,0.252,0.007,0,0,0.259,0.727,3392471
VISUND,1999,0.628,0,0,0,0.628,0,43745
VISUND,2000,2.253,0,0,0,2.253,0.581,43745
VISUND,2001,2.536,0,0,0,2.536,1.121,43745
VISUND,2002,2.459,0,0,0,2.459,0.668,43745
VISUND,2003,2.021,0,0,0,2.021,1.005,43745
VISUND,2004,1.863,0,0,0,1.863,1.487,43745
VISUND,2005,1.116,0.345,0.043,0,1.504,0.297,43745
VISUND,2006,1.21,1.039,0.127,0,2.376,0.597,43745
VISUND,2007,2.251,1.507,0.133,0,3.891,0.822,43745
VISUND,2008,1.724,0.793,0.089,0,2.606,0.374,43745
VISUND,2009,1.563,1.137,0.133,0,2.834,0.364,43745
VISUND,2010,1.403,1.116,0.107,0,2.626,0.446,43745
VISUND,2011,0.669,0.557,0.039,0,1.265,0.199,43745
VISUND,2012,0.719,0.456,0.042,0,1.217,0.323,43745
VISUND,2013,1.043,0.654,0.074,0,1.77,0.44,43745
VISUND,2014,1.713,0.575,0.07,0,2.358,1.283,43745
VISUND,2015,2.166,1.329,0.137,0,3.632,1.167,43745
VISUND,2016,2.542,2.392,0.305,0,5.239,1.452,43745
VISUND,2017,1.949,3.48,0.427,0,5.856,1.442,43745
VISUND,2018,1.869,4.374,0.487,0,6.73,1.778,43745
VISUND,2019,1.51,4.943,0.529,0,6.983,1.715,43745
VISUND,2020,0.95,3.79,0.457,0,5.197,1.234,43745
VISUND SØR,2012,0.049,0.018,0.005,0,0.072,0,20461008
VISUND SØR,2013,0.422,0.499,0.125,0,1.045,0.029,20461008
VISUND SØR,2014,0.559,0.685,0.179,0,1.423,0.123,20461008
VISUND SØR,2015,0.638,0.775,0.207,0,1.62,0.374,20461008
VISUND SØR,2016,0.336,0.73,0.186,0,1.252,0.697,20461008
VISUND SØR,2017,0.284,0.775,0.219,0,1.277,0.32,20461008
VISUND SØR,2018,0.205,0.875,0.226,0,1.305,0,20461008
VISUND SØR,2019,0.101,0.55,0.148,0,0.8,0.01,20461008
VISUND SØR,2020,0.066,0.445,0.118,0,0.628,0.169,20461008
VOLUND,2009,0.009,0.001,0,0,0.01,0,4380167
VOLUND,2010,0.801,0.078,0,0,0.879,0.001,4380167
VOLUND,2011,1.831,0.171,0,0,2.002,0.011,4380167
VOLUND,2012,1.99,0.181,0,0,2.171,0.064,4380167
VOLUND,2013,1.864,0.166,0,0,2.031,0.349,4380167
VOLUND,2014,1.093,0.128,0,0,1.221,1.065,4380167
VOLUND,2015,0.724,0.11,0,0,0.834,1.169,4380167
VOLUND,2016,0.401,0.052,0,0,0.453,0.917,4380167
VOLUND,2017,0.575,0.078,0,0,0.653,0.057,4380167
VOLUND,2018,0.895,0.166,0,0,1.061,0.467,4380167
VOLUND,2019,0.644,0.144,0,0,0.789,0.756,4380167
VOLUND,2020,0.415,0.083,0,0,0.497,0.721,4380167
VOLVE,2008,1.77,0.155,0.067,0.026,2.019,0.005,3420717
VOLVE,2009,2.717,0.297,0.116,0.035,3.165,0.273,3420717
VOLVE,2010,1.699,0.157,0.056,0.017,1.928,1.889,3420717
VOLVE,2011,0.859,0.077,0.025,0.006,0.967,2.191,3420717
VOLVE,2012,0.587,0.045,0.011,0.003,0.646,2.11,3420717
VOLVE,2013,0.572,0.04,0.006,0.001,0.619,2.576,3420717
VOLVE,2014,0.76,0.014,0.007,0,0.781,2.716,3420717
VOLVE,2015,0.881,0,0.014,0,0.895,2.01,3420717
VOLVE,2016,0.327,0.028,0.003,0,0.357,1.573,3420717
YME,1996,1.195,0,0,0,1.195,0,43807
YME,1997,1.98,0,0,0,1.98,0,43807
YME,1998,1.97,0,0,0,1.97,0,43807
YME,1999,1.484,0,0,0,1.484,0,43807
YME,2000,1.071,0,0,0,1.071,0.688,43807
YME,2001,0.207,0,0,0,0.207,0.226,43807
YTTERGRYTA,2009,0.117,0.301,0.111,0,0.529,0.002,4973114
YTTERGRYTA,2010,0.118,0.312,0.115,0,0.545,0.003,4973114
YTTERGRYTA,2011,0.055,0.317,0.123,0,0.495,0.001,4973114
YTTERGRYTA,2012,0,0.303,0.119,0,0.423,0,4973114
YTTERGRYTA,2013,0.003,0.448,0.169,0,0.62,0,4973114
YTTERGRYTA,2014,0,0.13,0.048,0,0.178,0,4973114
ÆRFUGL,2013,0.128,0,0,0,0.128,0.001,33310197
ÆRFUGL,2014,0.108,0,0,0,0.108,0.001,33310197
ÆRFUGL,2015,0.176,0,0,0,0.176,0.004,33310197
ÆRFUGL,2016,0.226,0,0,0,0.226,0.011,33310197
ÆRFUGL,2017,0.161,0,0,0,0.161,0.004,33310197
ÆRFUGL,2018,0.223,0,0,0,0.223,0.005,33310197
ÆRFUGL,2019,0.216,0,0,0,0.216,0.006,33310197
ÆRFUGL,2020,0.259,0,0,0,0.259,0.021,33310197
ØST FRIGG,1988,0,0.391,0,0.002,0.393,0,43576
ØST FRIGG,1989,0,1.505,0,0.012,1.517,0,43576
ØST FRIGG,1990,0,1.375,0,0.01,1.385,0,43576
ØST FRIGG,1991,0,1.563,0,0.013,1.576,0,43576
ØST FRIGG,1992,0,1.111,0,0.012,1.123,0,43576
ØST FRIGG,1993,0,1.267,0,0.011,1.278,0,43576
ØST FRIGG,1994,0,0.983,0,0.007,0.99,0,43576
ØST FRIGG,1995,0,0.319,0,0.001,0.32,0,43576
ØST FRIGG,1996,0,0.61,0,0,0.611,0,43576
ØST FRIGG,1997,0,0.096,0,0,0.097,0,43576
ØST FRIGG,1998,0,0,0,0,0,0,43576
ÅSGARD,1999,3.901,0,0,0,3.901,0,43765
ÅSGARD,2000,7.837,0.523,0.086,0.098,8.544,0.093,43765
ÅSGARD,2001,8.32,3.892,1.306,0.681,14.2,0.136,43765
ÅSGARD,2002,8.232,7.247,2.224,2.592,20.296,0.198,43765
ÅSGARD,2003,6.944,10.073,3.526,4.329,24.872,0.295,43765
ÅSGARD,2004,5.658,10.203,3.488,3.853,23.202,0.409,43765
ÅSGARD,2005,4.637,10.513,3.639,3.351,22.14,0.438,43765
ÅSGARD,2006,4.836,9.77,3.609,2.209,20.424,0.438,43765
ÅSGARD,2007,6.793,11.441,4.16,0,22.394,0.552,43765
ÅSGARD,2008,5.949,11.417,4.022,0,21.388,0.677,43765
ÅSGARD,2009,5.729,12.174,4.54,0,22.443,0.876,43765
ÅSGARD,2010,5.026,11.967,4.512,0,21.506,0.912,43765
ÅSGARD,2011,3.932,12.083,4.832,0,20.848,0.725,43765
ÅSGARD,2012,4.001,12.174,5.07,0,21.245,0.684,43765
ÅSGARD,2013,3.166,9.614,3.849,0,16.629,0.692,43765
ÅSGARD,2014,3.05,9.899,3.767,0,16.717,0.792,43765
ÅSGARD,2015,2.732,9.806,3.56,0,16.098,0.997,43765
ÅSGARD,2016,2.545,10.237,3.541,0,16.323,0.929,43765
ÅSGARD,2017,2.331,10.228,3.382,0,15.942,0.824,43765
ÅSGARD,2018,1.997,9.482,3.259,0,14.738,0.497,43765
ÅSGARD,2019,1.729,8.728,3.128,0,13.585,0.476,43765
ÅSGARD,2020,1.143,5.557,2.072,0,8.772,0.466,43765
AASTA HANSTEEN,2018,0,0.027,0,0,0.028,0,23395946
AASTA HANSTEEN,2019,0,6.754,0,0.167,6.921,0.011,23395946
AASTA HANSTEEN,2020,0,7.192,0,0.158,7.35,0.017,23395946
